client_no,age,gender,edu,marital,card_type
7143,50,F,Uneducated,Married,Blue
7144,44,F,Graduate,Divorced,Blue
7145,29,M,Unknown,Married,Blue
7146,53,M,Uneducated,Divorced,Blue
7147,41,M,College,Divorced,Blue
7148,54,F,College,Single,Blue
7149,51,M,Graduate,Divorced,Blue
7150,41,F,High School,Married,Blue
7151,45,F,Doctorate,Married,Gold
7152,53,M,Uneducated,Unknown,Blue
7153,45,M,High School,Married,Blue
7154,39,F,Unknown,Married,Blue
7155,43,F,Unknown,Single,Blue
7156,37,M,Graduate,Married,Blue
7157,34,M,High School,Married,Blue
7158,37,M,High School,Married,Blue
7159,31,F,Unknown,Single,Blue
7160,51,F,Graduate,Married,Blue
7161,43,M,High School,Married,Blue
7162,54,F,Unknown,Single,Blue
7163,44,F,Graduate,Single,Blue
7164,45,M,Post-Graduate,Married,Blue
7165,59,M,Doctorate,Single,Blue
7166,55,F,High School,Single,Blue
7167,43,F,Post-Graduate,Married,Blue
7168,36,M,Graduate,Single,Blue
7169,60,F,High School,Single,Blue
7170,53,M,Graduate,Single,Blue
7171,51,F,Doctorate,Single,Blue
7172,46,F,Graduate,Single,Blue
7173,55,F,Post-Graduate,Married,Blue
7174,34,F,Graduate,Single,Blue
7175,58,M,Unknown,Married,Blue
7176,51,M,Uneducated,Single,Blue
7177,49,F,High School,Married,Blue
7178,55,M,College,Single,Blue
7179,43,M,Graduate,Single,Blue
7180,45,M,College,Single,Blue
7181,43,M,College,Single,Blue
7182,48,F,Graduate,Married,Blue
7183,43,F,Unknown,Married,Blue
7184,41,F,Post-Graduate,Single,Blue
7185,41,M,High School,Married,Blue
7186,49,F,College,Married,Blue
7187,62,M,Uneducated,Single,Blue
7188,31,F,Graduate,Single,Blue
7189,40,M,Unknown,Single,Blue
7190,40,M,Graduate,Married,Silver
7191,53,F,Graduate,Single,Blue
7192,38,M,College,Single,Silver
7193,45,F,College,Unknown,Blue
7194,34,M,Post-Graduate,Single,Blue
7195,38,M,High School,Single,Blue
7196,42,M,College,Single,Blue
7197,26,F,Unknown,Unknown,Blue
7198,60,M,Uneducated,Single,Blue
7199,50,F,Graduate,Married,Blue
7200,40,M,Graduate,Married,Blue
7201,55,M,Unknown,Married,Blue
7202,38,M,Graduate,Married,Blue
7203,46,M,Post-Graduate,Single,Blue
7204,40,M,Uneducated,Single,Blue
7205,40,F,High School,Unknown,Blue
7206,50,F,High School,Married,Blue
7207,40,M,Unknown,Single,Blue
7208,40,F,Graduate,Single,Blue
7209,44,M,Post-Graduate,Single,Blue
7210,36,M,Uneducated,Single,Blue
7211,45,M,Graduate,Single,Blue
7212,53,F,Uneducated,Single,Blue
7213,37,M,High School,Single,Silver
7214,46,F,Graduate,Married,Blue
7215,59,M,Graduate,Single,Blue
7216,37,F,Graduate,Single,Blue
7217,49,F,Graduate,Married,Blue
7218,31,M,Unknown,Married,Blue
7219,57,M,Unknown,Single,Blue
7220,49,F,Graduate,Divorced,Blue
7221,31,M,Uneducated,Single,Blue
7222,44,M,Unknown,Married,Silver
7223,43,M,Unknown,Married,Blue
7224,44,M,High School,Single,Blue
7225,51,M,Graduate,Married,Gold
7226,37,M,Graduate,Single,Blue
7227,55,F,Graduate,Married,Blue
7228,43,F,Graduate,Single,Blue
7229,45,F,Doctorate,Married,Blue
7230,50,F,Doctorate,Single,Blue
7231,35,F,High School,Married,Blue
7232,38,M,Graduate,Single,Blue
7233,47,M,College,Married,Blue
7234,44,F,Unknown,Single,Gold
7235,47,F,High School,Single,Blue
7236,42,F,College,Married,Blue
7237,65,M,Graduate,Married,Blue
7238,42,M,College,Married,Blue
7239,49,F,Graduate,Unknown,Blue
7240,34,F,Uneducated,Single,Blue
7241,44,M,Unknown,Married,Blue
7242,42,F,College,Single,Blue
7243,52,F,High School,Married,Blue
7244,39,M,Unknown,Married,Blue
7245,28,F,Post-Graduate,Single,Blue
7246,35,M,Post-Graduate,Married,Blue
7247,53,M,Graduate,Single,Silver
7248,49,M,Post-Graduate,Married,Blue
7249,35,F,Graduate,Married,Blue
7250,48,M,Graduate,Divorced,Blue
7251,48,F,Post-Graduate,Married,Blue
7252,47,M,Graduate,Married,Silver
7253,32,M,Graduate,Divorced,Blue
7254,38,M,Graduate,Unknown,Blue
7255,60,F,Unknown,Single,Blue
7256,49,F,High School,Married,Silver
7257,45,M,Graduate,Married,Platinum
7258,40,F,High School,Married,Blue
7259,62,M,Graduate,Married,Blue
7260,54,F,Post-Graduate,Married,Blue
7261,27,F,Post-Graduate,Married,Blue
7262,38,M,College,Married,Blue
7263,30,F,Graduate,Married,Blue
7264,50,F,College,Married,Blue
7265,42,F,Uneducated,Married,Blue
7266,39,F,Unknown,Single,Silver
7267,51,F,Doctorate,Single,Blue
7268,41,M,Graduate,Single,Blue
7269,40,F,Graduate,Single,Silver
7270,45,M,College,Unknown,Blue
7271,46,F,Unknown,Single,Blue
7272,53,F,Unknown,Married,Blue
7273,43,F,Graduate,Unknown,Blue
7274,41,M,Graduate,Married,Silver
7275,41,M,Unknown,Single,Blue
7276,36,M,Graduate,Unknown,Blue
7277,36,M,Graduate,Married,Blue
7278,39,M,Unknown,Married,Blue
7279,45,F,Uneducated,Single,Blue
7280,48,F,Post-Graduate,Married,Silver
7281,54,M,Unknown,Married,Blue
7282,46,M,Uneducated,Married,Blue
7283,62,F,Graduate,Single,Silver
7284,41,F,Graduate,Married,Blue
7285,53,M,High School,Married,Blue
7286,55,F,High School,Single,Blue
7287,40,F,Doctorate,Married,Blue
7288,44,F,Graduate,Single,Blue
7289,38,F,High School,Single,Blue
7290,56,M,Unknown,Unknown,Blue
7291,41,F,Graduate,Single,Blue
7292,62,M,Unknown,Married,Blue
7293,55,M,College,Single,Silver
7294,40,F,High School,Single,Blue
7295,55,M,High School,Divorced,Blue
7296,57,F,Graduate,Married,Blue
7297,55,F,Graduate,Single,Blue
7298,43,M,High School,Single,Blue
7299,37,F,Graduate,Single,Blue
7300,54,F,College,Married,Blue
7301,47,F,Graduate,Married,Blue
7302,52,F,Unknown,Married,Blue
7303,41,M,College,Married,Blue
7304,47,F,Unknown,Divorced,Blue
7305,39,M,Uneducated,Married,Blue
7306,36,F,Post-Graduate,Single,Blue
7307,47,M,Graduate,Married,Blue
7308,54,F,Graduate,Married,Blue
7309,53,F,Graduate,Divorced,Blue
7310,36,F,Uneducated,Single,Blue
7311,34,F,Unknown,Single,Blue
7312,45,M,High School,Unknown,Blue
7313,39,M,High School,Single,Blue
7314,44,F,High School,Single,Blue
7315,42,M,Uneducated,Unknown,Blue
7316,40,F,Doctorate,Single,Blue
7317,45,F,Graduate,Unknown,Blue
7318,54,F,Unknown,Married,Blue
7319,30,F,Graduate,Divorced,Blue
7320,46,F,College,Married,Blue
7321,46,F,Graduate,Married,Blue
7322,65,F,Graduate,Single,Blue
7323,47,M,Uneducated,Unknown,Blue
7324,52,F,College,Unknown,Blue
7325,40,M,Graduate,Unknown,Blue
7326,47,F,Unknown,Married,Blue
7327,48,F,Unknown,Unknown,Blue
7328,48,F,Unknown,Single,Blue
7329,45,F,High School,Married,Blue
7330,51,M,High School,Married,Blue
7331,50,M,Graduate,Married,Blue
7332,37,M,College,Divorced,Blue
7333,51,F,High School,Single,Blue
7334,46,M,High School,Married,Blue
7335,53,F,Graduate,Single,Blue
7336,33,M,Graduate,Married,Blue
7337,58,M,College,Single,Blue
7338,41,F,Graduate,Married,Blue
7339,39,M,Unknown,Single,Silver
7340,56,F,Graduate,Married,Blue
7341,52,M,Graduate,Unknown,Blue
7342,48,M,Unknown,Unknown,Blue
7343,50,M,Post-Graduate,Unknown,Blue
7344,42,F,Unknown,Single,Blue
7345,57,F,Graduate,Married,Blue
7346,38,M,Unknown,Unknown,Blue
7347,54,M,High School,Married,Blue
7348,47,F,Graduate,Unknown,Blue
7349,54,M,Uneducated,Single,Blue
7350,49,M,Post-Graduate,Married,Blue
7351,58,F,Graduate,Married,Blue
7352,47,M,High School,Married,Blue
7353,60,F,College,Single,Blue
7354,43,M,Graduate,Single,Blue
7355,35,F,Graduate,Single,Blue
7356,55,M,Graduate,Single,Blue
7357,44,F,Graduate,Unknown,Blue
7358,40,F,Uneducated,Married,Blue
7359,31,M,Graduate,Divorced,Silver
7360,64,M,Graduate,Single,Blue
7361,46,F,Graduate,Single,Blue
7362,52,M,College,Single,Blue
7363,40,F,Graduate,Married,Blue
7364,40,F,High School,Divorced,Blue
7365,46,F,High School,Married,Blue
7366,43,F,Uneducated,Divorced,Blue
7367,54,F,High School,Married,Blue
7368,49,M,Unknown,Single,Blue
7369,38,F,Graduate,Single,Blue
7370,41,F,Graduate,Unknown,Blue
7371,58,F,High School,Married,Blue
7372,60,M,Graduate,Single,Blue
7373,50,M,High School,Married,Blue
7374,46,F,Unknown,Single,Blue
7375,52,F,College,Single,Blue
7376,42,F,High School,Married,Blue
7377,46,F,Graduate,Single,Blue
7378,26,F,High School,Single,Blue
7379,58,M,Uneducated,Unknown,Blue
7380,42,F,Graduate,Single,Blue
7381,48,M,College,Married,Blue
7382,45,M,Graduate,Married,Blue
7383,46,F,Unknown,Single,Silver
7384,48,F,Graduate,Unknown,Blue
7385,56,F,College,Married,Blue
7386,53,M,Graduate,Married,Blue
7387,42,M,High School,Single,Blue
7388,54,F,High School,Single,Blue
7389,54,M,Post-Graduate,Married,Platinum
7390,42,F,High School,Married,Blue
7391,49,M,Doctorate,Single,Blue
7392,63,M,High School,Married,Blue
7393,58,M,High School,Married,Blue
7394,43,F,College,Married,Blue
7395,49,M,Graduate,Married,Blue
7396,45,M,High School,Married,Blue
7397,43,F,Unknown,Married,Blue
7398,53,F,High School,Single,Blue
7399,62,F,Graduate,Married,Blue
7400,44,M,Graduate,Married,Blue
7401,46,M,Doctorate,Single,Blue
7402,39,F,Doctorate,Married,Blue
7403,37,F,Unknown,Single,Blue
7404,43,M,Uneducated,Unknown,Blue
7405,51,F,High School,Single,Blue
7406,47,F,Graduate,Married,Blue
7407,48,M,High School,Married,Blue
7408,48,M,Graduate,Unknown,Blue
7409,41,M,Graduate,Single,Silver
7410,40,F,Doctorate,Married,Blue
7411,34,F,Graduate,Married,Blue
7412,42,F,Unknown,Married,Blue
7413,48,M,Graduate,Married,Blue
7414,44,M,Uneducated,Married,Blue
7415,49,F,Uneducated,Divorced,Blue
7416,43,F,Unknown,Married,Silver
7417,49,M,Unknown,Single,Blue
7418,61,F,Graduate,Married,Blue
7419,64,F,High School,Married,Blue
7420,44,F,Uneducated,Married,Blue
7421,52,M,Unknown,Married,Blue
7422,33,F,Uneducated,Unknown,Blue
7423,36,M,Uneducated,Married,Blue
7424,49,M,High School,Married,Blue
7425,40,F,Graduate,Married,Blue
7426,46,M,Graduate,Single,Blue
7427,45,M,Graduate,Married,Blue
7428,50,M,College,Single,Blue
7429,48,F,Graduate,Single,Blue
7430,51,F,Uneducated,Married,Blue
7431,38,M,Unknown,Married,Blue
7432,42,M,Uneducated,Divorced,Blue
7433,48,M,Unknown,Married,Silver
7434,50,M,High School,Single,Blue
7435,48,M,Graduate,Married,Blue
7436,36,F,Graduate,Married,Blue
7437,54,M,Unknown,Married,Blue
7438,49,F,Graduate,Married,Blue
7439,54,M,Graduate,Single,Blue
7440,57,F,Unknown,Single,Blue
7441,34,M,Uneducated,Single,Blue
7442,47,F,Graduate,Single,Blue
7443,65,M,College,Single,Blue
7444,47,F,High School,Married,Blue
7445,51,M,Graduate,Married,Blue
7446,56,M,Unknown,Married,Blue
7447,54,F,College,Married,Blue
7448,44,M,Doctorate,Married,Blue
7449,37,M,Unknown,Single,Blue
7450,59,M,Graduate,Married,Blue
7451,40,M,Graduate,Single,Blue
7452,62,M,Graduate,Single,Blue
7453,45,M,High School,Married,Blue
7454,55,F,Graduate,Single,Blue
7455,43,M,Unknown,Unknown,Blue
7456,45,M,Graduate,Single,Blue
7457,59,M,High School,Married,Blue
7458,52,F,College,Single,Blue
7459,58,M,College,Single,Blue
7460,39,M,Graduate,Single,Blue
7461,38,M,High School,Single,Blue
7462,38,F,Graduate,Single,Blue
7463,44,F,Uneducated,Married,Blue
7464,44,F,High School,Unknown,Blue
7465,48,F,Uneducated,Single,Blue
7466,50,M,High School,Married,Blue
7467,50,M,High School,Single,Blue
7468,43,F,Uneducated,Married,Blue
7469,31,F,Uneducated,Married,Blue
7470,47,F,Post-Graduate,Single,Blue
7471,52,M,Graduate,Single,Blue
7472,44,F,College,Single,Blue
7473,46,F,High School,Single,Blue
7474,43,M,Uneducated,Single,Blue
7475,45,M,Graduate,Unknown,Blue
7476,48,F,High School,Unknown,Blue
7477,62,F,High School,Married,Blue
7478,34,F,Graduate,Married,Blue
7479,31,M,Unknown,Single,Blue
7480,46,F,Uneducated,Unknown,Blue
7481,47,F,Unknown,Unknown,Blue
7482,59,F,College,Single,Blue
7483,53,F,Graduate,Married,Blue
7484,64,M,Graduate,Married,Blue
7485,42,F,Post-Graduate,Unknown,Blue
7486,34,M,Graduate,Single,Blue
7487,47,F,Graduate,Single,Blue
7488,44,M,College,Unknown,Blue
7489,41,F,Graduate,Married,Blue
7490,40,F,Graduate,Married,Blue
7491,54,F,Doctorate,Single,Blue
7492,40,F,Graduate,Single,Blue
7493,44,M,Graduate,Single,Blue
7494,46,F,Uneducated,Single,Blue
7495,46,F,Uneducated,Single,Blue
7496,48,M,Uneducated,Single,Blue
7497,65,F,Unknown,Single,Blue
7498,63,M,Graduate,Single,Blue
7499,47,F,Graduate,Married,Blue
7500,30,M,College,Divorced,Blue
7501,57,F,Unknown,Married,Blue
7502,62,F,Doctorate,Married,Blue
7503,57,F,Unknown,Unknown,Blue
7504,44,M,Graduate,Single,Blue
7505,42,F,Graduate,Married,Blue
7506,50,M,High School,Single,Blue
7507,44,F,Graduate,Single,Blue
7508,48,M,Unknown,Married,Blue
7509,53,F,Graduate,Married,Blue
7510,60,F,Uneducated,Married,Blue
7511,54,M,Post-Graduate,Single,Blue
7512,45,F,High School,Single,Blue
7513,52,F,Uneducated,Single,Blue
7514,43,F,Unknown,Single,Blue
7515,57,M,High School,Married,Blue
7516,54,F,High School,Unknown,Blue
7517,50,M,Graduate,Single,Blue
7518,30,M,Graduate,Married,Blue
7519,46,F,Graduate,Married,Blue
7520,43,F,Graduate,Married,Blue
7521,59,M,High School,Single,Blue
7522,60,F,Uneducated,Single,Blue
7523,55,M,College,Single,Silver
7524,36,F,Unknown,Single,Blue
7525,49,M,Graduate,Married,Silver
7526,41,F,Unknown,Married,Blue
7527,39,F,High School,Divorced,Blue
7528,48,F,Post-Graduate,Married,Blue
7529,50,F,Uneducated,Married,Blue
7530,42,M,Graduate,Married,Blue
7531,43,M,Graduate,Single,Blue
7532,51,F,Graduate,Married,Blue
7533,51,M,Graduate,Divorced,Blue
7534,43,M,Unknown,Married,Blue
7535,47,F,Doctorate,Single,Blue
7536,53,M,Uneducated,Married,Blue
7537,45,M,Unknown,Single,Blue
7538,36,M,Post-Graduate,Married,Blue
7539,50,M,Uneducated,Married,Blue
7540,31,F,Post-Graduate,Married,Blue
7541,45,F,High School,Single,Blue
7542,36,F,Uneducated,Single,Blue
7543,43,M,College,Single,Blue
7544,55,F,Unknown,Single,Blue
7545,51,F,Doctorate,Married,Blue
7546,65,F,College,Single,Blue
7547,49,F,Graduate,Married,Blue
7548,41,M,High School,Single,Blue
7549,44,M,High School,Divorced,Blue
7550,34,F,High School,Single,Blue
7551,50,F,Graduate,Married,Blue
7552,49,F,Unknown,Married,Blue
7553,57,F,Uneducated,Married,Blue
7554,48,F,High School,Married,Blue
7555,41,M,Unknown,Married,Blue
7556,31,M,Graduate,Unknown,Gold
7557,39,M,Post-Graduate,Single,Blue
7558,50,M,High School,Married,Blue
7559,45,M,Graduate,Married,Blue
7560,34,M,Uneducated,Married,Blue
7561,38,F,College,Single,Blue
7562,58,F,Graduate,Married,Blue
7563,41,M,Uneducated,Single,Blue
7564,57,M,High School,Single,Blue
7565,56,M,Graduate,Married,Blue
7566,43,M,Post-Graduate,Single,Blue
7567,51,M,Uneducated,Married,Blue
7568,32,F,Unknown,Married,Blue
7569,53,M,Graduate,Single,Blue
7570,47,M,High School,Single,Blue
7571,50,F,College,Married,Blue
7572,38,F,College,Married,Blue
7573,62,F,Uneducated,Married,Blue
7574,50,M,High School,Single,Blue
7575,40,M,Uneducated,Divorced,Blue
7576,50,M,High School,Married,Blue
7577,44,M,Unknown,Married,Blue
7578,43,M,Unknown,Married,Blue
7579,33,M,College,Single,Blue
7580,50,M,Post-Graduate,Single,Blue
7581,46,F,Doctorate,Single,Blue
7582,48,F,Graduate,Married,Blue
7583,40,M,Graduate,Divorced,Blue
7584,41,M,Graduate,Married,Blue
7585,45,F,Unknown,Single,Blue
7586,47,M,Graduate,Married,Blue
7587,47,M,Unknown,Single,Gold
7588,47,M,High School,Married,Blue
7589,41,M,Unknown,Married,Blue
7590,47,M,Unknown,Divorced,Silver
7591,38,F,Graduate,Married,Blue
7592,44,F,Graduate,Divorced,Blue
7593,35,M,Post-Graduate,Married,Blue
7594,55,F,Uneducated,Married,Blue
7595,51,M,Unknown,Married,Blue
7596,50,F,College,Single,Silver
7597,49,F,Unknown,Single,Blue
7598,30,M,Graduate,Married,Blue
7599,48,F,Graduate,Married,Blue
7600,49,M,High School,Married,Gold
7601,39,F,Graduate,Married,Blue
7602,47,M,High School,Married,Blue
7603,46,F,Unknown,Single,Blue
7604,57,M,High School,Married,Blue
7605,49,F,College,Married,Blue
7606,31,M,High School,Married,Silver
7607,38,M,Graduate,Married,Blue
7608,34,M,College,Married,Blue
7609,54,M,Unknown,Single,Blue
7610,59,F,High School,Married,Blue
7611,48,M,High School,Unknown,Blue
7612,46,F,Unknown,Single,Blue
7613,57,M,Post-Graduate,Divorced,Blue
7614,45,F,Doctorate,Unknown,Silver
7615,49,F,High School,Married,Blue
7616,29,F,College,Single,Blue
7617,37,F,High School,Single,Blue
7618,57,M,Doctorate,Married,Blue
7619,46,M,Graduate,Divorced,Blue
7620,45,F,College,Single,Silver
7621,48,F,High School,Married,Blue
7622,59,M,Uneducated,Single,Blue
7623,50,M,Graduate,Divorced,Blue
7624,47,M,Uneducated,Single,Blue
7625,52,M,Uneducated,Married,Silver
7626,47,F,College,Divorced,Blue
7627,39,F,High School,Single,Blue
7628,29,M,Unknown,Single,Blue
7629,55,M,Doctorate,Married,Blue
7630,53,M,High School,Single,Blue
7631,45,F,Graduate,Single,Blue
7632,40,M,College,Divorced,Silver
7633,62,F,High School,Unknown,Blue
7634,51,M,Unknown,Married,Blue
7635,49,M,Post-Graduate,Unknown,Blue
7636,38,F,Graduate,Married,Blue
7637,43,F,Graduate,Married,Blue
7638,38,F,Graduate,Married,Blue
7639,43,M,High School,Single,Blue
7640,47,M,Graduate,Married,Blue
7641,48,M,Doctorate,Single,Blue
7642,31,F,High School,Single,Blue
7643,45,M,Unknown,Married,Blue
7644,37,F,High School,Married,Blue
7645,48,M,Graduate,Married,Blue
7646,46,F,High School,Single,Blue
7647,61,M,High School,Single,Blue
7648,44,M,Doctorate,Divorced,Blue
7649,45,M,Uneducated,Single,Blue
7650,53,M,Uneducated,Single,Blue
7651,42,F,College,Unknown,Blue
7652,52,F,Uneducated,Single,Blue
7653,49,F,Unknown,Single,Blue
7654,54,F,Graduate,Married,Blue
7655,45,F,Graduate,Married,Blue
7656,63,M,Unknown,Single,Silver
7657,43,F,Graduate,Single,Blue
7658,65,M,Graduate,Single,Blue
7659,52,F,Uneducated,Married,Blue
7660,50,F,Unknown,Married,Blue
7661,41,F,College,Single,Blue
7662,56,F,Uneducated,Single,Blue
7663,52,M,Unknown,Divorced,Blue
7664,37,F,Unknown,Unknown,Blue
7665,55,M,College,Divorced,Blue
7666,44,M,Unknown,Married,Blue
7667,67,M,Graduate,Married,Blue
7668,42,F,Graduate,Unknown,Blue
7669,50,M,Uneducated,Single,Blue
7670,44,F,College,Married,Blue
7671,47,F,Graduate,Married,Blue
7672,53,M,Graduate,Married,Blue
7673,53,M,Unknown,Married,Blue
7674,56,F,Uneducated,Single,Blue
7675,31,F,High School,Married,Blue
7676,51,F,College,Divorced,Blue
7677,44,F,Unknown,Single,Blue
7678,42,F,College,Divorced,Blue
7679,45,F,Graduate,Married,Blue
7680,49,F,High School,Married,Blue
7681,52,M,Graduate,Married,Blue
7682,49,M,Graduate,Single,Blue
7683,54,F,Graduate,Single,Blue
7684,48,M,Doctorate,Single,Blue
7685,38,M,Uneducated,Married,Blue
7686,56,M,Graduate,Single,Blue
7687,46,F,High School,Divorced,Blue
7688,42,M,Unknown,Married,Blue
7689,50,M,High School,Married,Blue
7690,32,M,High School,Married,Blue
7691,52,F,High School,Single,Blue
7692,59,F,Uneducated,Married,Blue
7693,49,M,Graduate,Married,Blue
7694,42,F,Unknown,Single,Blue
7695,44,M,Graduate,Single,Blue
7696,52,M,Graduate,Married,Blue
7697,36,F,Graduate,Single,Blue
7698,45,M,High School,Unknown,Blue
7699,51,M,High School,Married,Blue
7700,41,M,High School,Single,Blue
7701,50,M,High School,Unknown,Blue
7702,45,F,High School,Single,Blue
7703,57,M,Graduate,Married,Silver
7704,51,M,College,Married,Blue
7705,38,F,Unknown,Single,Blue
7706,42,M,Graduate,Married,Blue
7707,38,M,High School,Married,Blue
7708,54,F,College,Married,Blue
7709,52,F,Graduate,Married,Blue
7710,52,F,High School,Married,Blue
7711,49,M,High School,Married,Blue
7712,47,M,Unknown,Divorced,Silver
7713,43,F,College,Married,Blue
7714,44,M,Graduate,Married,Blue
7715,42,F,College,Single,Blue
7716,38,M,Graduate,Single,Blue
7717,43,F,High School,Unknown,Blue
7718,40,F,Uneducated,Married,Blue
7719,50,F,Graduate,Single,Blue
7720,61,F,Graduate,Married,Blue
7721,53,F,Uneducated,Married,Blue
7722,55,F,High School,Single,Blue
7723,45,M,Uneducated,Divorced,Blue
7724,46,M,College,Married,Blue
7725,42,F,Uneducated,Single,Blue
7726,58,M,Uneducated,Married,Blue
7727,40,F,Graduate,Married,Blue
7728,49,F,College,Married,Blue
7729,48,F,Uneducated,Single,Gold
7730,51,F,High School,Single,Blue
7731,46,F,Unknown,Married,Blue
7732,65,M,High School,Married,Blue
7733,49,F,Unknown,Married,Blue
7734,33,F,Uneducated,Single,Blue
7735,39,M,Graduate,Single,Blue
7736,48,M,College,Married,Blue
7737,32,M,High School,Divorced,Blue
7738,46,M,Graduate,Divorced,Blue
7739,37,F,Uneducated,Married,Blue
7740,43,M,Uneducated,Married,Blue
7741,43,M,College,Married,Blue
7742,26,F,High School,Single,Blue
7743,45,M,High School,Divorced,Blue
7744,52,F,Uneducated,Married,Blue
7745,36,F,College,Married,Blue
7746,50,M,Unknown,Married,Blue
7747,33,F,High School,Divorced,Blue
7748,53,F,Graduate,Married,Blue
7749,44,F,Uneducated,Married,Blue
7750,63,M,Doctorate,Single,Blue
7751,39,F,Unknown,Married,Blue
7752,50,F,Uneducated,Unknown,Blue
7753,36,M,Uneducated,Married,Blue
7754,39,F,Graduate,Married,Blue
7755,44,M,Graduate,Married,Blue
7756,50,M,High School,Single,Silver
7757,65,F,Unknown,Single,Blue
7758,46,M,Graduate,Unknown,Blue
7759,52,F,Graduate,Married,Blue
7760,42,M,High School,Married,Blue
7761,48,M,Unknown,Married,Blue
7762,44,F,High School,Married,Blue
7763,60,M,Graduate,Single,Blue
7764,35,F,Unknown,Married,Blue
7765,50,M,College,Married,Blue
7766,45,F,Graduate,Single,Blue
7767,41,F,Doctorate,Married,Blue
7768,43,F,Unknown,Single,Silver
7769,40,M,Graduate,Married,Blue
7770,47,F,Post-Graduate,Married,Blue
7771,50,M,Graduate,Married,Blue
7772,50,F,High School,Married,Blue
7773,49,M,Unknown,Single,Blue
7774,42,F,Graduate,Married,Blue
7775,59,F,Doctorate,Married,Blue
7776,59,F,College,Single,Blue
7777,36,F,High School,Married,Blue
7778,52,F,Post-Graduate,Married,Blue
7779,57,M,Unknown,Divorced,Blue
7780,46,F,Unknown,Married,Blue
7781,46,M,Graduate,Married,Blue
7782,59,F,Post-Graduate,Married,Blue
7783,42,F,Graduate,Married,Blue
7784,54,M,Post-Graduate,Single,Blue
7785,44,M,Uneducated,Married,Silver
7786,51,M,Unknown,Married,Blue
7787,49,F,Graduate,Divorced,Blue
7788,55,F,Unknown,Married,Blue
7789,57,M,Uneducated,Married,Blue
7790,45,F,Graduate,Married,Blue
7791,42,M,High School,Unknown,Blue
7792,50,F,Unknown,Married,Blue
7793,56,F,Unknown,Single,Blue
7794,45,F,Graduate,Divorced,Blue
7795,52,M,College,Married,Blue
7796,53,M,Unknown,Married,Blue
7797,51,F,Graduate,Single,Blue
7798,51,F,Graduate,Married,Blue
7799,49,F,Graduate,Married,Blue
7800,42,M,College,Single,Blue
7801,45,F,High School,Single,Blue
7802,57,F,High School,Married,Blue
7803,40,M,Graduate,Divorced,Blue
7804,57,F,Graduate,Married,Blue
7805,55,F,Uneducated,Unknown,Blue
7806,46,F,High School,Married,Blue
7807,46,F,Uneducated,Married,Blue
7808,47,F,Uneducated,Married,Blue
7809,60,F,Doctorate,Married,Blue
7810,51,M,Uneducated,Single,Blue
7811,44,M,Uneducated,Married,Blue
7812,46,M,College,Married,Blue
7813,51,M,Graduate,Married,Blue
7814,51,F,Unknown,Married,Blue
7815,47,F,Uneducated,Divorced,Blue
7816,39,M,Doctorate,Single,Blue
7817,36,M,Doctorate,Married,Blue
7818,55,M,Doctorate,Married,Blue
7819,43,F,High School,Married,Blue
7820,57,M,Unknown,Married,Blue
7821,54,F,Graduate,Single,Blue
7822,37,F,Uneducated,Married,Blue
7823,45,M,Uneducated,Single,Blue
7824,53,F,Unknown,Single,Blue
7825,54,F,Post-Graduate,Single,Blue
7826,46,F,Graduate,Married,Blue
7827,46,M,High School,Married,Blue
7828,60,F,Doctorate,Married,Blue
7829,38,M,High School,Single,Blue
7830,56,M,High School,Married,Blue
7831,41,M,High School,Single,Blue
7832,60,M,Graduate,Married,Blue
7833,35,F,Graduate,Single,Blue
7834,43,F,Uneducated,Unknown,Blue
7835,49,M,Graduate,Divorced,Blue
7836,56,M,High School,Married,Blue
7837,46,M,Uneducated,Married,Blue
7838,63,F,College,Single,Blue
7839,36,F,College,Married,Blue
7840,55,M,Doctorate,Married,Blue
7841,30,M,Uneducated,Single,Blue
7842,43,F,High School,Divorced,Blue
7843,42,F,Unknown,Unknown,Blue
7844,51,F,College,Married,Blue
7845,33,F,Post-Graduate,Married,Blue
7846,34,F,High School,Unknown,Blue
7847,40,F,High School,Single,Blue
7848,49,F,Unknown,Married,Blue
7849,50,F,Unknown,Single,Blue
7850,55,F,Graduate,Single,Blue
7851,26,F,Graduate,Single,Blue
7852,33,F,Uneducated,Single,Blue
7853,33,F,Doctorate,Single,Blue
7854,56,F,Doctorate,Single,Blue
7855,50,M,Graduate,Married,Blue
7856,49,M,Doctorate,Married,Blue
7857,48,M,Graduate,Married,Blue
7858,30,F,Graduate,Divorced,Blue
7859,53,M,Graduate,Married,Blue
7860,43,F,Uneducated,Single,Blue
7861,45,F,Graduate,Married,Blue
7862,41,F,Unknown,Single,Blue
7863,51,F,High School,Single,Blue
7864,56,M,Uneducated,Married,Blue
7865,45,F,Graduate,Single,Blue
7866,50,M,Unknown,Single,Blue
7867,51,F,Unknown,Married,Blue
7868,45,F,High School,Divorced,Blue
7869,56,M,Unknown,Married,Blue
7870,36,M,Uneducated,Married,Blue
7871,48,M,College,Married,Blue
7872,59,F,Graduate,Divorced,Blue
7873,47,F,Post-Graduate,Single,Blue
7874,38,F,High School,Single,Blue
7875,37,M,Graduate,Married,Blue
7876,47,F,Doctorate,Single,Blue
7877,37,F,High School,Married,Blue
7878,67,M,Uneducated,Married,Blue
7879,46,F,Uneducated,Unknown,Blue
7880,56,F,Graduate,Married,Blue
